ID,商品名称,价格（元）,近30天销量（件）,广告词,促销活动,评论数,日期,品牌
540341498741 ,天佑德青海互助青稞酒42度加持清香型 白酒500ml/瓶,159,33,清香型白酒 凛冽芬芳,满99元减10元,61,2018/2/27,天佑德
564985347187 ,五粮液股份公司 富贵天下绵纯级 500ml*6 52度 白酒 组合套装,159,131,,,21,2018/2/27,五粮液
561985481772 ,五粮液股份公司如意结藏品52度 2000mL浓香型 国产白酒,159,37,,,10,2018/2/27,五粮液
563968498890 ,泸州老窖世家喜庆装52度500ml*6整箱装高度白酒,159,16,,,3,2018/2/27,泸州老窖
550955603037 ,五粮液股份公司尖庄酒 50度1.35L*6 整箱装 国产白酒,159.01,381,酒味醇厚甘美，喷香浓郁,,1104,2018/2/27,五粮液
554823933319 ,Moutai/茅台迎宾酒53度500mL*2酱香型白酒酒厂直供,162,102,天猫超市自营 百城次日达 品质保证,,297,2018/2/27,茅台
522093005813 ,白云边15年十五年陈酿42度浓酱兼香型白酒500mL,166,553,白云边明星产品 纯粮发酵,,391,2018/2/27,白云边
43266652218 ,42度牛栏山二锅头陈酿500ml*12支 整箱装 白牛二,168,4218,正宗牛栏山 地道北京味 整箱正品,,20908,2018/2/27,牛栏山
520631191304 ,小糊涂仙酒普仙52度500ml浓香型白酒酒厂直供,168,1835,古色古香，浓醇丝韵，古法传承,满199元减60元送任意2件赠品（赠完即止）,1323,2018/2/27,小糊涂仙
19756078444 ,古井贡酒年份原浆古5-50度500ml浓香型白酒古井贡,168,171,,满199元减50元送任意1件赠品（赠完即止）；满499元减…,950,2018/2/27,古井贡酒
554861946512 ,【天猫超市】Moutai/茅台迎宾酒53度500mL*2瓶白酒高度酒厂直供,168,81,天猫超市自营 百城次日达 品质保证,,430,2018/2/27,茅台
539735727641 ,剑南春剑南贡52度浓香型白酒500ml*2礼袋装商务宴请,168,27,,满1件送任意1件赠品（赠完即止）,102,2018/2/27,剑南春
540562219908 ,天佑德青海互助青稞酒46度海拔3200酒厂直供500ml/瓶,168,17,清香型白酒 凛冽芬芳 回味绵长,,35,2018/2/27,天佑德
557062820306 ,天佑德青稞酒生态五星+加持150ml组合套装送起泡酒,168,2,超值组合套装 送起泡酒一瓶,,6,2018/2/27,天佑德
557097822281 ,泸州老窖龙香醇 珍藏 42度450mL*12浓香型白酒 光瓶,169,1706,,,2000,2018/2/27,泸州老窖
530176795237 ,牛栏山出口美国二锅头56度750ml*6整箱装清香型,169,751,正宗牛栏山 地道北京味,,1993,2018/2/27,牛栏山
536716897142 ,董酒54度500ml畅享版纯粮固态酿造高度白酒酒厂直供,169,54,买两瓶送酒袋 百草入曲 产品包装升级 随机发货,满2件送任意1件赠品（赠完即止）,1128,2018/2/27,董酒
524826632201 ,剑南春陈坛特曲52度白酒500ml*6整箱装拜访送礼,169,487,,满1件送任意1件赠品（赠完即止）,1027,2018/2/27,剑南春
530274412675 ,牛栏山二锅头珍品（30） 46度500ml 口感清香型 白酒 青龙,169,190,单笔订单 送一个礼袋如需多礼袋请拍套装,,233,2018/2/27,牛栏山
561333119812 ,洋河海之蓝52度520ml白酒猫超自营酒厂直供正品保证,169,809,单笔订单 送一个礼袋 需多礼袋分开下单,满2件送任意1件赠品（赠完即止）,210,2018/2/27,洋河
561595146121 ,五粮液五粮醇盛世经典50度500ml浓香型白酒厂家直供,169,14,浓香型白酒,满99元减20元；满199元减50元送任意2件赠品（赠完即…,3,2018/2/27,五粮液
563031590712 ,牛栏山43度牛角尖500ml瓶浓香型单瓶装 白酒,169,30,,,3,2018/2/27,牛栏山
542543760623 ,江小白清香型白酒45度125ml*8瓶整箱装粮食酒小酒,169.01,637,纯高粱酿造 入口柔和 回味甘甜 特色语录,,1521,2018/2/27,江小白
562980249060 ,牛栏山52度陈酿500ml*12浓香型+48g哈哥兔肉干（麻辣味）组合装,173,7,,,9,2018/2/27,牛栏山
546004255180 ,洋河 蓝优42度480ml*6 白酒白酒酒厂直供猫超自营,174,149,,,478,2018/2/27,洋河
560577406338 ,劲牌劲酒公司毛铺 纯谷酒 500mL*12瓶 整箱装高度 白酒,175,51,,,56,2018/2/27,劲酒
537386099959 ,牛栏山黄瓷嘉酿45度500ml*2两瓶套装（内含礼袋1）,176,37,正宗牛栏山 地道北京味,,197,2018/2/27,牛栏山
558844489324 ,45度天佑德青稞酒青海互助生态三星 酒厂直供500ml*2,176,214,天然青稞酿造,,154,2018/2/27,天佑德
42698030934 ,洋河 邃之蓝42度500ml蓝色经典白酒酒厂直供优惠,178,1663,需要礼袋 请拍双支装,满2件5折,2558,2018/2/27,洋河
544378964745 ,红星二锅头酒60度 5L*2清香型白酒 特价酒厂直供,178,182,老百姓爱喝的二锅头 天猫自营 百城次日达,,851,2018/2/27,红星
19224797542 ,四特东方韵系列 弘韵52度 500ml特香型 白酒酒厂直供,178,634,特香典范 中国四特 猫超自营 百城次日达,满299元减80元送任意1件赠品（赠完即止）,830,2018/2/27,四特
558476270814 ,劲牌劲酒公司50度 毛铺纯谷酒5L*2箱 整箱 白酒,178,162,超值2桶装,,191,2018/2/27,劲酒
557369888678 ,习酒茅台集团酱香红习酱53度500ml*2双提装含礼袋,178,67,,,144,2018/2/27,习酒
557508031362 ,四特锦瓷三星52度460ml*2双瓶装特香型白酒含礼袋,178,17,,,103,2018/2/27,四特
560853545281 ,双沟莜清莜养型荞麦酒 40.8度 500ml 浓香型白酒,178,91,手提袋暂无，介意者慎拍,满2件5折,14,2018/2/27,双沟
527105005600 ,【天猫超市】贵州茅台保健酒公司茅乡封藏酒V10白酒6瓶装浓香型,179,187,内含3个 精美手提袋,,615,2018/2/27,茅台
562434433873 ,江小白白酒40度国产高粱酒狗年纪念版500ml礼盒套装,179,367,狗年纪念版礼盒套装 酒厂直营,满1件送任意2件赠品（赠完即止）,108,2018/2/27,江小白
560045280725 ,泸州老窖国窖1573经典装52度小酒50ml*2瓶浓香型白酒,179,342,新品上市，新年贺新,,83,2018/2/27,泸州老窖
522064725206 ,古井贡酒年份原浆献礼50度500ml*2浓香型白酒古井贡,180,5166,天猫自营百城次日达,满99元减10元；满199元减20元,9641,2018/2/27,古井贡酒
522047687530 ,古井贡酒年份原浆献礼45度500ml*2浓香型白酒古井贡,180,763,天猫自营 百城次日达,满299元减20元；满490元减29元,1311,2018/2/27,古井贡酒
562280228586 ,珍酒珍品酒中珍品53度500ml酱香型白酒酒厂直供,180,223,8年基酒勾制，买了又买的酱酒,满1件3.5折；满2件3.3折送任意1件赠品（赠完即止）,28,2018/2/27,珍酒
530275132249 ,北京牛栏山二锅头陈酿52度500ml*12整箱装 浓香型,185,3509,正宗牛栏山 地道北京味,,8009,2018/2/27,牛栏山
43268884382 ,【天猫超市】泸州老窖 老窖名酿 N8升级版 52度500mLx6瓶 白酒,186,318,内含3个礼袋,,1571,2018/2/27,泸州老窖
535886114523 ,泸州老窖 泸州原浆蓝色8 52度500mL*6白酒浓香型,188,2671,,,3732,2018/2/27,泸州老窖
538400066109 ,白云边金三星45度浓香型粮食酒500mL*2白酒送礼袋,188,63,星级白云边 干杯不上头 品牌名酒,满178元减100元,907,2018/2/27,白云边
530230358673 ,牛栏山二锅头53度珍品30（青龙）500ml口感清香型单瓶装,188,498,单笔订单 送一个礼袋 如需多个 请拍套装,,569,2018/2/27,牛栏山
539733628356 ,剑南春52度精制剑南醇 浓香型500ML*2礼袋装商务送礼,188,25,,满2件5折,351,2018/2/27,剑南春
558181279628 ,江小白白酒100ml*6瓶整箱+青春版500ml单瓶组合装,188,167,酒厂直营 正品保证 百城次日达,,182,2018/2/27,江小白
540498863669 ,茅台集团习酒印象遵义52度500ml浓香型白酒酒厂直供,188,36,买两瓶送一个礼袋赠完为止，多买请分开下单,满2件5折送任意1件赠品（赠完即止）,177,2018/2/27,习酒
536815493671 ,【天猫超市】小糊涂仙 洞藏（精品级）浓香型白酒 52度 500ml,188,16,,满188元减20元；满288元减40元送任意2件赠品（赠完…,108,2018/2/27,小糊涂仙
556565361198 ,五粮液股份尖庄精制52度475ml*6 整箱装 国产白酒,188,53,四川宜宾产,,107,2018/2/27,五粮液
561439168183 ,古井贡酒年份原浆幸福版50度500ml浓香型白酒单瓶装,188,50,大国浓香年份原浆 2瓶立减100元,满99元减50元；满199元减100元,16,2018/2/27,古井贡酒
563373593471 ,迎驾贡酒佛子岭特曲42度750ml*6大瓶整箱装浓香型白酒迎驾酒,188,51,,满1件送任意1件赠品（赠完即止）,16,2018/2/27,迎驾贡酒
522585797900 ,衡水老白干 大磨砂 42度 500ml*12 整箱装 白酒,189,40,千秋酒韵 本色醇香,,427,2018/2/27,衡水老白干
530176703230 ,牛栏山53度窖藏盛世红（30） 500ml 口感清香型白酒 礼品酒,189,55,正宗牛栏山 地道北京味 正品特惠,满2件送任意1件赠品（赠完即止）,70,2018/2/27,牛栏山
539732906405 ,剑南春52度剑南老窖2006浓香型 500ml*2礼袋装,189,41,,,58,2018/2/27,剑南春
554249412669 ,迎驾贡酒迎驾金星42度450mL*2瓶浓香型白酒酒厂直供,189,214,秉承传统酿艺 生态剐水酿造,满1件送任意1件赠品（赠完即止）,49,2018/2/27,迎驾贡酒
537539840231 ,牛栏山百年陈酿（三牛）36度400ml*2两瓶套装 礼袋装,194,218,两瓶带礼袋 送礼更有面,,229,2018/2/27,牛栏山
537539840112 ,牛栏山百年陈酿52度400ml*2两瓶套装特惠装 浓香风格,198,2070,两瓶带礼袋 送礼更有面,,1543,2018/2/27,牛栏山
537539556818 ,牛栏山 特制（10） 52度 整箱装 700ml*6瓶 口感清香型,198,998,正宗牛栏山 地道北京味,满2件7.5折,569,2018/2/27,牛栏山
537913972156 ,金门高粱酒（823）58度600ML台湾原装进口白酒清香,198,559,每笔订单 送一个提袋 需每瓶配提袋 拍提袋套装,满1件送任意1件赠品（赠完即止）,477,2018/2/27,金门
541397665119 ,剑南春剑南醇C8 浓香型白酒52度 500ml*2礼袋装,198,7,,,353,2018/2/27,剑南春
21463719686 ,茅台集团习酒金品53度 500ml酱香型白酒酒厂直供,198,289,君子之品 东方习酒 猫超自营 百城次日达,满2件送任意1件赠品（赠完即止）,303,2018/2/27,习酒
561264930638 ,洋河邃之蓝52度500ml猫超自营酒厂直供正品保证,198,1468,年货节不支持礼袋,满2件5折,130,2018/2/27,洋河
558897530505 ,48度天佑德青稞酒生态四星清香型 酒厂直供500ml*2,198,2,天然青稞酿造,,102,2018/2/27,天佑德
525912324352 ,金六福白酒老五星52度500mL浓香型礼盒五粮液出品纯粮酒,198,5,金六福经典五星，五粮液出品。百城次日达！,,100,2018/2/27,金六福
561041435978 ,牛栏山42度婚庆聚会用喜酒500ml*2浓香型双瓶装白酒,198,5,,,2,2018/2/27,牛栏山
545134004312 ,劲牌劲酒公司露酒 追风活力酒 500ml*6整箱装白酒,199,1120,500ml超值装,,17266,2018/2/27,劲酒
538228909171 ,贵州飞天不老酒53度 500ml*6整箱 酱香型 国产 白酒,199,3424,酱香突出，回味悠长,,13163,2018/2/27,飞天不老
528622616921 ,五粮液股份有限公司出品 五粮醇 新三代礼盒2瓶装,199,264,,,4215,2018/2/27,五粮液
539745275551 ,衡水老白干香醇42度500ml*6整箱老白干香型国产白酒,199,580,香醇美酒，快意人生,,3701,2018/2/27,衡水老白干
541222870391 ,劲牌劲酒公司露酒32度追风活力500ml*6 整箱白酒,199,1733,500ml超值装,满188元减100元,3451,2018/2/27,劲酒
538189166739 ,飞天不老 原浆酒52度 1.5L*2 整箱浓香型 白酒,199,1748,口感浓郁，一口醇香,,1837,2018/2/27,飞天不老
539946467466 ,【天猫超市】贵州茅台集团循环产投 封坛1992铂金版 500mL×6白酒,199,344,,,1633,2018/2/27,茅台
540122492427 ,贵州茅台集团习酒原浆窖龄酒 52度浓香型礼盒白酒500ml,199,114,原浆酒,,1549,2018/2/27,茅台
556046480312 ,五粮液股份公司如意结纯酿 52度 500mLX6浓香型白酒,199,671,,,825,2018/2/27,五粮液
538516223350 ,茅台赖茅端曲53度500ml单瓶酱香型白酒酒厂直供,199,495,赖茅不赖,满399元减158元送任意1件赠品（赠完即止）,727,2018/2/27,茅台
546477971120 ,古越龙山果酒青梅酒360ml*6瓶聚会女生自饮礼盒装,199,94,果酒 女生聚会用酒,,667,2018/2/27,古越龙山
529715532348 ,52度泸州老窖股份N6浓香型白酒整箱500ml*6 婚宴喜酒,199,142,泸州老窖出品 喜庆装,,497,2018/2/27,泸州老窖
540353359448 ,汾酒杏花村53度紫砂（仿）475ml清香白酒酒厂直供,199,614,官方授权 天猫配送 保真快捷,满2件5折送任意1件赠品（赠完即止）,377,2018/2/27,汾酒
560989931981 ,52度五粮液股份1918珍品浓香型国产白酒500ml婚宴送礼用酒,199,875,,满2件送任意1件赠品（赠完即止）,242,2018/2/27,五粮液
540489576618 ,茅台集团习酒印象贵州53度500ml酱香白酒酒厂直供,199,207,单笔订单赠一礼袋赠完为止 需多个请分开拍,满2件5折送任意1件赠品（赠完即止）,204,2018/2/27,习酒
555726950082 ,汾酒 山西杏花村竹叶青酒38度玻竹150ml*6瓶清香型酒,199,42,竹叶青玻珠 露酒 清香型 可冰镇,满199元减100元,198,2018/2/27,汾酒
547296655130 ,致中和 白酒38度枸杞酒 500ml*2瓶礼盒装 酒厂直供,199,178,,满188元减100元,140,2018/2/27,致中和
560723296036 ,汾酒杏花村42度白玉坊清香型白酒475ml*6瓶整箱装,199,87,详情页领券满199减100,,114,2018/2/27,汾酒
545586450023 ,稻花香珍品一号浓香型42度500ml中高端礼盒装宴请送礼白酒满,199,193,天猫超市自营 正品保证 百城次日达,满2件9折,89,2018/2/27,稻花香
563696618420 ,汾酒杏花村汾酒53度老白汾酒+38度竹叶青坛竹汾竹礼盒装,199,330,官方授权 天猫配送 保真快捷,,85,2018/2/27,汾酒
563433478849 ,迎驾贡酒正三品罍子酒42度500mL浓香型迎驾白酒固态酿造粮食酒,199,159,,满398元减120元送任意1件赠品（赠完即止）,78,2018/2/27,迎驾贡酒
547297463933 ,致中和 白酒22度黑枣酒 500ml*2瓶礼盒装 酒厂直供,199,29,,满188元减100元,44,2018/2/27,致中和
555331683428 ,牛栏山京味礼盒地道北京味儿42度500ml*4白酒礼盒装,199,50,酒厂授权，品质保证；,满1件送任意1件赠品（赠完即止）,37,2018/2/27,牛栏山
556758676183 ,珍酒老珍酒酱香型白酒53度500ml*2酒中珍品厂家直供,199,17,,满1件送任意1件赠品（赠完即止）,31,2018/2/27,珍酒
542611010432 ,白标西凤绵柔凤香型西凤93版出口型52度500ml*2,200,54,山西名酒源于西凤,满99元减10元,116,2018/2/27,西凤
553278324971 ,【天猫超市】双沟青优42度猫超新品小酒200ml*10新品上市酒厂直供,200,10,,,9,2018/2/27,双沟
556675993679 ,珍酒珍五酒中珍品53度500ml酱香型白酒酒厂直供,200,33,,满199元减15元；满299元减30元送任意2件赠品（赠完…,6,2018/2/27,珍酒
35284944581 ,劲牌劲酒公司追风八珍酒500ml*12整箱装 低度白酒,206,100,,,33,2018/2/27,劲牌
542582083693 ,江小白白酒清香型JOYYOUTH40度100ml*12瓶整箱高粱酒,208,940,纯高粱酿造 入口柔和 口感纯净 酒厂直供,满189元送任意1件赠品（赠完即止）；满229元送任意1…,2532,2018/2/27,江小白
555200877070 ,牛栏山亲民北京味桶装二锅头62度 5L*4桶整箱装白酒,208,289,亲民牛栏山，地道北京味儿,,827,2018/2/27,牛栏山
538851184959 ,金门高粱酒823一瓶（含提袋）58度600ML台湾原装白酒,208,382,金门酒厂直供 原装进口 热卖款 台湾伴手礼,,342,2018/2/27,金门
557406049535 ,五粮液酒厂 五粮春45度 500mL 浓香型国产 白酒,208,456,,满2件送任意1件赠品（赠完即止）,269,2018/2/27,五粮液
537983523517 ,白云边12年42度浓酱兼香型白酒 500mL*2 特价礼盒装,209,116,湖北名酒 品牌名酒 纯粮发酵 精细制曲,,444,2018/2/27,白云边
523751545295 ,红星蓝花瓷（珍品二锅头）46度500ml白酒酒厂直供,209,39,老百姓爱喝的二锅头 天猫自营 百城次日达,满2件送任意1件赠品（赠完即止）,215,2018/2/27,红星
521998554691 ,42度洋河海之蓝 375ml*2瓶 绵柔型 白酒 猫超自营 酒厂直供,212,4075,送礼双瓶装 礼好人有面,,6676,2018/2/27,洋河
539374733274 ,42度天佑德青稞酒 海拔2600清香型白酒500ml*2瓶,214.8,4,清雅纯正 怡悦馥合,满1件送任意1件赠品（赠完即止）,14,2018/2/27,天佑德
536909880348 ,江小白白酒清香型40度Se.100ml*12瓶整箱粮食高粱酒,216,3280,酒厂直营 正品保证 百城次日达,,7242,2018/2/27,江小白
559377683975 ,郎 小郎酒 45度100mL*12瓶兼香型国产白酒口粮酒 歪嘴郎,216,93,,,256,2018/2/27,郎酒
38380802514 ,泸州老窖特曲 52度 500mL浓香型 高度 白酒,218,1432,限时爆款直降，名酒甄选，品牌直供,满2件送任意2件赠品（赠完即止）,3769,2018/2/27,泸州老窖
538446757042 ,白云边陈酿金四星45度500mL*2浓香型白酒特价送礼袋,218,400,星级白云边 干杯不上头 湖北名酒,满199元减100元,2989,2018/2/27,白云边
540465642542 ,42度天佑德青稞酒青海互助10版出口型清香型酒厂直供,218,24,凛冽芬芳 回味绵长,,128,2018/2/27,天佑德
521061571484 ,汾酒杏花村42度封坛15清香型白酒475ml酒厂直供,218,27,官方授权 天猫配送 保真快捷,满200元减10元；满400元减20元送任意2件赠品（赠完…,66,2018/2/27,汾酒
563338301155 ,汾酒杏花村53度旗帜级原浆475ml*2瓶酒厂直供,218,21,官方授权 天猫配送 保真快捷,,7,2018/2/27,汾酒
534984054386 ,红星二锅头酒65度500ml*12瓶整箱装清香白酒酒厂直供,219,151,老百姓爱喝的二锅头 满减更优惠 天猫自营,,765,2018/2/27,红星
562009044072 ,古井酒50度750ml*6 浓香型白酒整箱古井贡酒股份有限公司,219,772,整箱销售 猫超自营 百城直达,,321,2018/2/27,古井贡酒
539370942752 ,43度天佑德青稞酒海拔3000清香型白酒500ml*2瓶,219,187,口感醇厚 凛冽芬芳 回味绵长,满2件8折送任意1件赠品（赠完即止）,105,2018/2/27,天佑德
555961385906 ,五粮液股份公司如意结珍酿52度 500mLX6浓香型 白酒,219,57,,,58,2018/2/27,五粮液
530274944235 ,牛栏山百年老酒38度125ml*24 浓香型 整箱装 小酒版,225,74,正宗牛栏山 地道北京味,,120,2018/2/27,牛栏山
520673505400 ,五粮液股份公司东方娇子精酿级52度500mLX6浓香 白酒,226,36,,,6230,2018/2/27,五粮液
561883550233 ,汾酒杏花村53度黄盖玻汾475ml*3瓶清香型白酒三瓶装,226,57,官方授权 天猫配送 保真快捷,满199元减100元,89,2018/2/27,汾酒
557064008365 ,52度天佑德青稞酒生态五星清香型白酒天佑德加持组合,226,2,青稞生态与加持的完美组合,,0,2018/2/27,天佑德
560411904897 ,贵州飞天不老酒春夏秋冬500mL*4瓶 整箱装 国产白酒,228,1230,,,742,2018/2/27,飞天不老
544783750187 ,稻花香丰藏52度陶坛整箱装浓香型白酒500ml*6瓶 猫超自营,228,361,天猫超市自营 正品保证 百城次日达,满2件9折,249,2018/2/27,稻花香
530367691832 ,牛栏山 百年红（6） 35度 整箱装 500ml*6瓶 口感浓香型,228,112,正宗牛栏山 地道北京味 整箱正品 箱内礼袋3支,,198,2018/2/27,牛栏山
544739820943 ,贵州茅台集团52度茅乡窖龄红500ml*6 整箱装国产白酒,228,58,,,41,2018/2/27,茅台
538694440581 ,白云边42度老通城V6浓香型白酒 500mL*2两瓶装,229,1,老通城酒 汉味经典 纯粮发酵,,24,2018/2/27,白云边
541664159513 ,汾酒杏花村53度紫砂（仿）475ml*2两瓶装酒厂直供,236,182,官方授权 天猫配送 保真快捷,,159,2018/2/27,汾酒
557502220474 ,双沟君坊41.8度500ml*2猫超自营酒厂直供正品保证,236,40,,,65,2018/2/27,双沟君坊
557505389486 ,习酒茅台集团酱香老习酒53度500ml*2瓶双提装含礼袋,236,19,,,43,2018/2/27,习酒
557502173299 ,习酒双喜酱香白酒53度520ml*2瓶双提含礼袋婚庆用酒,236,12,,,26,2018/2/27,习酒
555371026880 ,致中和 五加皮38度健康酒500ml*6瓶 低度礼盒装,238,65,,,593,2018/2/27,致中和
43113396415 ,泸州老窖窖龄30年52度500ml浓香型高度白酒 酒厂直供,238,34,名酒限时直降，甄选好货，品牌直供,满1件送任意1件赠品（赠完即止）；满2件送任意2件赠品（…,325,2018/2/27,泸州老窖
550496908097 ,牛栏山二锅头北京43度精致陈酿500ml*12白酒浓香型,238,228,正宗牛栏山 地道北京味,,228,2018/2/27,牛栏山
556732077539 ,珍酒1975酱香型白酒53度500ml*2双瓶装酒中珍品,238,35,,满1件送任意1件赠品（赠完即止）,79,2018/2/27,珍酒
540438164727 ,汾酒杏花村53度封坛15汾酒475ml清香白酒酒厂直供,238,39,官方授权 天猫配送 保真快捷,满200元减20元；满400元减40元送任意2件赠品（赠完…,48,2018/2/27,汾酒
556775995517 ,珍酒1975酒中珍品53度500ml酱香型白酒厂家直供,238,58,,满399元减246元送任意1件赠品（赠完即止）,42,2018/2/27,珍酒
562538183325 ,泸州老窖2017版窖龄30年52度500ml浓香型高度白酒,238,138,名酒限时直降，甄选好货，品牌直供,满1件送任意1件赠品（赠完即止）；满2件送任意2件赠品（…,26,2018/2/27,泸州老窖
557451009644 ,【天猫超市】习酒茅台集团习酱蓝53度500ml*2瓶双提装酱香型白酒,238,11,,,11,2018/2/27,习酒
541018859295 ,红星二锅头 蓝瓶绵柔8陈酿43度750ml*6瓶整箱装白酒,238.1,4028,实惠口粮酒,,9033,2018/2/27,红星
43356514938 ,洋河大曲52度375ml*6瓶浓香型酒厂直发优惠更多,238.8,194,,,1175,2018/2/27,洋河
530230582421 ,牛栏山二锅头百年清香58度500ml*12 整箱装 清香型,238.8,120,正宗牛栏山 地道北京味,,487,2018/2/27,牛栏山
19902114251 ,劲牌 中国劲酒 35度5L*1桶 整箱 盒装 低度 白酒,239,4689,超值10斤装,,14665,2018/2/27,劲酒
39361415168 ,42度洋河天之蓝 375ml 绵柔型白酒 猫超配送 猫超自营,239,300,单笔订单 送一个礼袋 需多个 拍双支装 见详情页,满2件送任意2件赠品（赠完即止）,631,2018/2/27,洋河
536245146178 ,贵州国台酒53度财富升级版500ml大曲酱香型高度白酒礼盒,239,67,财富升级礼盒,,459,2018/2/27,国台
555246457434 ,牛栏山 百年红（6） 50度 整箱装 500ml*6瓶 口感浓香型,239,171,,,76,2018/2/27,牛栏山
550366897349 ,致中和白酒 苦荞酒42度 500ml*2瓶酒厂直供配礼袋,239,9,精选优质原料 传统酿造工艺,满188元减100元,2,2018/2/27,致中和
560069389074 ,五粮液酒厂五粮春50度 500mL浓香型 白酒 国产,248,172,,满2件送任意1件赠品（赠完即止）,108,2018/2/27,五粮液
556671819544 ,郎酒郎牌特曲T9精英版50度 500mL浓香型国产白酒,248,28,,满2件送任意1件赠品（赠完即止）,26,2018/2/27,郎酒
526936773919 ,白云边陈酿金五星45度浓香白酒500mL原浆粮食酒,249,741,湖北名酒 品牌名酒 纯粮发酵 精细制曲 陈年浓香,满199元减100元,2078,2018/2/27,白云边
543408548311 ,【天猫超市】红星二锅头绵柔8陈酿53度750ml*6瓶整箱装酒厂直供,249,1501,,,2055,2018/2/27,红星
539371839415 ,46度天佑德青稞酒海拔2800清香型白酒500ml*2瓶,254,4,凛冽芬芳 口感醇厚 回味绵长,满2件8.5折送任意2件赠品（赠完即止）,102,2018/2/27,天佑德
35281275507 ,劲牌 中国劲酒35度 520ml*6 整箱装低度 白酒,256,406,超值整箱装,,4546,2018/2/27,劲酒
545146264992 ,五粮液五粮醇优醇42度500ml*6浓香型白酒酒厂直供,256,143,原厂整箱 品质保证,满200元减20元,338,2018/2/27,五粮液
557512827266 ,四特锦瓷四星52度460ml*2瓶双提装含礼袋特香型白酒,256,35,,,171,2018/2/27,四特
541343685401 ,【天猫超市】小糊涂仙酱香型白酒52度双装支500ml*2酒厂直供,256,43,,满1件送任意1件赠品（赠完即止）,126,2018/2/27,小糊涂仙
522862281378 ,洋河邃之蓝42度500mlX2瓶 礼袋套装含礼品袋酒厂直供,258,61,,满258元减70元；满499元减150元,1237,2018/2/27,洋河
533859045909 ,牛栏山二锅头珍品陈酿52度500ml*8整箱装浓香型,258,148,正宗牛栏山 地道北京味 整箱正品,,249,2018/2/27,牛栏山
563559671211 ,贵州茅台集团习酒原浆窖龄酒 52度浓香型白酒两瓶装礼盒,258,190,,满199元减60元,66,2018/2/27,茅台
39361275463 ,42度洋河海之蓝1000ml 绵柔型白酒 猫超配送 酒厂直供,259,203,需多个礼袋 请分开下单,满1件送任意1件赠品（赠完即止）,2040,2018/2/27,洋河
39466248623 ,52度洋河天之蓝375ml 绵柔型白酒 猫超配送 酒厂直供,259,145,单笔订单 送一个礼袋 需多个 拍双支装 见详情页,满2件送任意2件赠品（赠完即止）,576,2018/2/27,洋河
530230930044 ,牛栏山 百年红（8） 38度 整箱装 500ml*6瓶 口感浓香型,268,313,正宗牛栏山 地道北京味 整箱正品 箱内礼袋3支,,367,2018/2/27,牛栏山
564829905648 ,五粮液股份公司富贵天下佳藏52度 500mL*6 白酒 组合套装,268,83,,,13,2018/2/27,五粮液
539032671719 ,五粮液股份公司富贵天下佳藏52度 500mL*6浓香型白酒,269,2887,,,2358,2018/2/27,五粮液
525548264523 ,牛栏山 珍品（15） 45度 整箱装 400ml*6瓶 口感清香型白酒,269,623,正宗牛栏山 地道北京味 箱内礼袋3支,,1156,2018/2/27,牛栏山
561131898420 ,五粮液股份一尊天下绵柔52度浓香型白酒整箱500mL*6瓶促销,269,441,,,212,2018/2/27,五粮液
563402235367 ,汾酒杏花村53度黄盖玻汾475ml*6瓶清香型白酒,269,125,官方授权 天猫配送 保真快捷,满1件送任意1件赠品（赠完即止）,63,2018/2/27,汾酒
563403027497 ,汾酒杏花村42度红盖玻汾475ml*6瓶清香型白酒,269,40,官方授权 天猫配送 保真快捷,满1件送任意1件赠品（赠完即止）,16,2018/2/27,汾酒
544058752900 ,汾酒杏花村老白汾酒53度475ml*2清香型白酒厂家直供,270,480,官方授权 天猫配送 保真快捷,满1件送任意1件赠品（赠完即止）,301,2018/2/27,汾酒
526214487351 ,小糊涂仙酒商超版52度500ml*2浓香型白酒酒厂直供,276,855,天猫超市自营 送礼自用皆宜,满1件送任意1件赠品（赠完即止）,1528,2018/2/27,小糊涂仙
522077211211 ,四特 东方韵系列 弘韵 52度 500ml*2 礼袋装,276,114,喝好酒 天猫自营 正品保证 百城次日达,,236,2018/2/27,四特
541662947094 ,汾酒杏花村53度汾酒475ml*2 瓶清香型白酒两瓶装酒厂直供,276,322,官方授权 天猫配送 保真快捷,,234,2018/2/27,汾酒
522967272605 ,剑南春52度金剑南K6礼袋装500ml*2浓香型酒厂直供,278,1008,,满1件送任意1件赠品（赠完即止）,2615,2018/2/27,剑南春
19160578890 ,茅台集团习酒金质53度 500ml酱香型 白酒酒厂直供,278,101,君子之品 东方习酒 猫超自营 百城次日达,,192,2018/2/27,习酒
39436610175 ,52度洋河海之蓝1000ml 绵柔型白酒 猫超配送 酒厂直供,279,174,拍1瓶以上 送1个礼袋 需多个礼袋 请分开下单,满1件送任意1件赠品（赠完即止）,1560,2018/2/27,洋河
545403778157 ,金六福白酒一坛好酒40.8度500ml浓清兼香型纯粮酒,279,2,素而不俗，匠心酿造。天猫超市百城次日达！,满2件送任意1件赠品（赠完即止）；满4件送任意1件赠品（…,39,2018/2/27,金六福
43096517405 ,泸州老窖窖龄60年52度500ml浓香型白酒酒厂直供,280,473,限时直降，品味60年的限量版好酒,满1件送任意1件赠品（赠完即止）；满2件送任意2件赠品（…,592,2018/2/27,泸州老窖
